Index, CenterX, CenterY, CenterZ, NormalX, NormalY, NormalZ, RMS, Horiz_ext, Vert_ext, Surf_ext, Surface, Dip dir., Dip
850,951.152,817.969,893.23,-0.639464,-0.32016,0.698987,0.0151584,0.111834,0.113255,0.0126658,0.00886525,243,45
1909,939.882,806.789,896.728,0.0351011,-0.978144,0.204943,0.0394589,1.11913,1.50336,1.68246,0.448588,177,78
366,936.804,806.156,895.267,-0.106181,-0.989337,-0.0996872,0.0155284,0.149825,0.23364,0.035005,0.0101542,6,84
757,945.755,810.244,893.763,-0.390538,0.594827,-0.70261,0.00704205,0.156774,0.135566,0.0212532,0.0155775,146,45
32,950.543,820.056,895.953,0.999771,0.0197919,-0.00819632,0.010103,0.121091,0.22303,0.0270068,0.00913046,268,89
99,949.999,818.486,897.523,-0.0377823,-0.864677,0.500906,0.0201753,0.178785,0.173048,0.0309384,0.0261906,182,59
1312,946.782,811.512,894.654,0.273678,-0.798045,-0.536866,0.00992115,0.177866,0.126423,0.0224863,0.0162516,341,57
1787,939.601,806.795,895.74,0.549542,-0.783271,0.290672,0.015147,0.379182,0.34954,0.132539,0.0905922,144,73
319,949.935,815.371,894.813,-0.325899,0.510596,0.795664,0.0216777,0.135769,0.11566,0.015703,0.00886978,327,37
1311,951.776,819.212,893.937,-0.529634,0.835525,-0.14624,0.0171578,0.163975,0.265052,0.0434617,0.0314894,147,81
451,946.644,813.33,897.108,-0.490827,-0.756099,0.432901,0.0157324,0.179682,0.134403,0.0241498,0.0164075,212,64
313,950.104,819.231,895.61,-0.917004,0.233675,0.323265,0.0237555,0.155019,0.259289,0.0401948,0.00527492,284,71
934,944.748,809.207,893.306,0.570806,-0.811525,-0.124934,0.0115292,0.0992434,0.160559,0.0159344,0.0109151,324,82
340,942.025,808.711,895.151,-0.58151,-0.758112,-0.295146,0.00336437,0.119986,0.0842578,0.0101097,0.00874461,37,72
137,949.256,816.195,895.652,-0.367429,0.783395,-0.501287,0.0184932,0.158761,0.142048,0.0225517,0.0109572,154,59
18,940.612,808.939,894.015,-0.448644,-0.48377,-0.751456,0.0139682,0.130175,0.0801683,0.0104359,0.00785676,42,41
306,946.349,812.87,897.237,0.848531,-0.526172,0.0560276,0.0113478,0.0951809,0.143291,0.0136386,0.00836896,121,86
385,938.189,808.102,893.883,-0.0123432,-0.897291,0.441268,0.0120745,0.144848,0.121212,0.0175572,0.0131876,180,63
369,941.473,808.955,893.965,0.886293,-0.358604,0.293065,0.0104336,0.128396,0.122823,0.01577,0.00948977,112,72
676,950.485,819.46,897.422,-0.773979,0.624858,0.102511,0.0133084,0.148483,0.131675,0.0195515,0.0125643,308,84
1186,937.338,806.135,897.067,-0.613935,0.538693,-0.576969,0.0155203,0.263518,0.246964,0.0650795,0.0339979,131,54
583,952.803,822.357,895.671,-0.864716,0.187784,-0.465837,0.0148787,0.120913,0.395577,0.0478303,0.0274796,102,62
954,942.417,808.848,893.437,-0.333591,0.883121,-0.329871,0.0121114,0.144237,0.169585,0.0244605,0.0142548,159,70
184,944.432,810.404,896.753,-0.172307,-0.646727,0.743003,0.0106215,0.171535,0.258874,0.0444061,0.0341693,194,42
301,952.403,822.503,897.278,0.187484,0.116302,-0.975358,0.0120037,0.148783,0.134485,0.0200091,0.0117193,238,12
300,952.546,822.671,897.703,-0.489294,0.690842,-0.532286,0.017354,0.259613,0.148565,0.0385695,0.0304084,144,57
299,952.648,822.422,895.576,-0.998074,-0.0614622,-0.00846623,0.0167464,0.493575,0.493121,0.243392,0.0226968,86,89
538,936.481,806.402,897.907,-0.0689048,-0.915624,0.396087,0.0136836,0.270636,0.209998,0.0568331,0.0421308,184,66
817,941.577,807.394,896.402,0.620431,-0.743765,-0.248756,0.0125764,0.198112,0.104367,0.0206763,0.0146602,320,75
297,942.841,808.883,897.771,-0.752634,-0.655239,0.0648336,0.00969312,0.156972,0.113397,0.0178002,0.0112964,228,86
1723,940.54,806.788,896.005,0.243205,-0.957446,0.1554,0.0233704,0.480421,0.515481,0.247648,0.0959573,165,81
563,950.387,818.839,897.177,-0.691657,-0.497501,0.523549,0.0212652,0.225824,0.156954,0.035444,0.0271229,234,58
1429,941.257,808.781,893.984,0.177432,-0.947868,0.264696,0.0154751,0.239075,0.151022,0.0361056,0.0279832,169,74
1143,942.876,808.941,896.634,0.766209,-0.456312,0.452441,0.012905,0.30266,0.157185,0.0475735,0.0337916,120,63
294,953.703,824.072,897.751,-0.95803,0.257993,0.124975,0.0160306,0.130669,0.123594,0.0161498,0.0127308,285,82
756,946.443,811.18,894.679,-0.86336,-0.120763,-0.489924,0.0142448,0.109408,0.175849,0.0192393,0.0165075,82,60
1968,949.732,814.965,894.248,-0.839678,0.44795,-0.307053,0.0139216,0.240565,0.117019,0.0281507,0.0237367,118,72
289,951.642,820.653,896,-0.036591,0.732519,-0.679763,0.020707,0.618415,0.738174,0.456498,0.136815,177,47
196,944.086,810.33,896.656,0.0328609,-0.163777,-0.98595,0.00881422,0.169239,0.0981146,0.0166048,0.011261,348,9
1075,947.524,814.068,897.573,0.796598,-0.60166,-0.0586234,0.0152891,0.147358,0.193019,0.0284429,0.0217352,307,86
890,942.883,808.944,895.393,-0.0200702,-0.395103,-0.918417,0.014582,0.15884,0.168422,0.026752,0.0142782,2,23
661,936.953,805.799,896.494,0.288088,-0.921931,-0.258938,0.00272215,0.130033,0.0779231,0.0101326,0.00949415,342,74
43,952.354,822.023,895.101,-0.862701,-0.120857,-0.49106,0.00865519,0.0887752,0.12156,0.0107915,0.00962491,82,60
281,952.76,821.503,893.922,-0.00405522,-0.677181,0.735805,0.0168923,0.162011,0.145256,0.023533,0.00410819,180,42
279,950.814,819.955,897.27,-0.416154,0.867106,0.273759,0.0189999,0.0820326,0.102934,0.00844393,0.00727096,334,74
434,948.886,814.068,894.44,-0.286454,-0.945644,0.153951,0.0137724,0.225094,0.154914,0.0348701,0.0235214,196,81
3,940.401,807.321,897.315,-0.979691,0.11872,-0.161589,0.00567919,0.133909,0.107684,0.0144199,0.00816847,96,80
128,946.467,812.259,895.885,0.000459293,0.117442,-0.99308,0.0089908,0.145734,0.114132,0.0166329,0.00901296,180,6
1091,945.39,810.684,895.656,-0.285811,0.84515,-0.4517,0.0163707,0.156252,0.176412,0.0275648,0.0192592,161,63
307,952.615,822.652,897.512,-0.875874,0.16417,-0.453754,0.0223357,0.18092,0.171782,0.0310788,0.021094,100,63
892,942.613,808.583,895.787,-0.686154,-0.716615,0.125123,0.0138918,0.254928,0.212783,0.0542444,0.0368574,223,82
679,937.66,808.046,893.625,-0.80752,0.424739,0.409278,0.00423397,0.159146,0.0967961,0.0154047,0.0102553,297,65
173,949.759,818.174,895.342,-0.0343911,0.998417,-0.044515,0.00819556,0.11871,0.16563,0.019662,0.00740144,178,87
80,944.321,810.473,896.833,0.627989,-0.763934,0.14844,0.0144685,0.0894821,0.178864,0.0160051,0.00832342,140,81
1862,950.036,815.877,895.06,0.301236,-0.161833,-0.939717,0.0184343,0.225427,0.192738,0.0434485,0.0286607,298,19
39,952.613,823.25,894.757,-0.519,0.586074,-0.62222,0.0117573,0.119244,0.0768078,0.00915884,0.00614378,138,51
248,950.376,819.227,897.429,0.233611,-0.968749,0.0833763,0.00431576,0.0853537,0.137744,0.0117569,0.00751084,166,85
1613,939.885,806.914,895.286,0.487039,-0.857242,0.167121,0.0138424,0.232277,0.119843,0.0278367,0.0250955,150,80
730,945.55,811.489,896.882,-0.327269,0.656375,-0.679755,0.0202286,0.397895,0.493582,0.196394,0.11983,153,47
107,951.162,819.609,894.992,0.253543,0.826305,-0.502927,0.0144914,0.232455,0.149232,0.0346897,0.0180154,197,59
1928,952.829,820.602,893.468,0.680952,-0.465482,-0.565359,0.0155074,0.934057,1.10904,1.0359,0.543853,304,55
157,941.984,808.88,895.367,-0.955043,0.293257,0.043516,0.00512602,0.0864776,0.069216,0.00598564,0.00407876,287,87
270,936.287,806.422,897.961,0.910854,-0.410203,0.0455934,0.01349,0.126978,0.108756,0.0138096,0.00673628,114,87
1249,939.03,807.358,894.292,-0.632603,-0.479252,-0.608384,0.0162079,0.531209,0.338191,0.17965,0.0975981,52,52
36,949.82,816.982,895.131,-0.571819,0.730867,-0.372635,0.00936992,0.105112,0.148645,0.0156243,0.00642887,141,68
582,944.549,810.216,896.271,0.159211,-0.627278,-0.762348,0.0135271,0.154778,0.114522,0.0177255,0.00788629,345,40
1121,937.549,806.398,897.525,0.477749,-0.667378,0.571282,0.0135665,0.299239,0.259006,0.0775047,0.0333321,144,55
1796,939.26,806.697,896.042,0.316856,-0.907987,-0.274156,0.0137313,1.02907,0.351797,0.362025,0.186095,340,74
1141,945.105,810.866,896.512,-0.828401,0.471542,-0.302323,0.0146877,0.241368,0.340887,0.0822792,0.0320297,119,72
171,952.617,823.295,895.415,-0.498042,0.171478,-0.850029,0.0148363,0.182196,0.174185,0.0317358,0.0167064,108,31
536,952.527,820.427,894.503,0.318965,-0.890197,-0.325284,0.0105247,0.0860162,0.131038,0.0112714,0.00842093,340,71
257,948.237,816.048,896.555,-0.91089,-0.240395,-0.335395,0.0214491,0.384383,0.248205,0.0954059,0.0372187,75,70
886,946.204,812.712,897.227,0.70038,-0.508507,-0.500888,0.0096246,0.451006,0.154796,0.0698139,0.0407723,305,59
255,948.929,815.478,895.828,0.232144,-0.669734,0.705383,0.0183811,0.152804,0.119273,0.0182253,0.0114507,160,45
292,952.358,822.649,897.93,-0.276699,0.931521,0.236023,0.0158691,0.147821,0.125106,0.0184934,0.0163728,343,76
1416,940.163,806.986,897.47,0.857268,-0.496256,-0.137194,0.0241758,0.342586,0.318254,0.109029,0.0378526,300,82
1107,952.686,820.437,895.247,-0.647115,0.349654,-0.677484,0.00415929,0.202447,0.288725,0.0584517,0.0375043,118,47
511,948.024,813.335,895.388,-0.461257,-0.700317,-0.544792,0.00815073,0.151728,0.0828634,0.0125727,0.0107826,33,56
37,949.861,818.475,897.535,0.929548,-0.266755,0.254525,0.00968429,0.12424,0.0893611,0.0111022,0.00709232,106,75
144,952.522,822.703,897.822,-0.101807,-0.0869316,-0.990999,0.0274463,0.119237,0.201085,0.0239767,0.0119986,49,7
244,953.66,824.014,897.643,-0.728267,0.576312,0.3708,0.0219443,0.19808,0.152982,0.0303027,0.015207,308,68
59,950.64,818.363,894.758,-0.983381,-0.0234716,-0.180031,0.0109366,0.120294,0.184964,0.02225,0.0126649,88,79
844,946.668,811.193,893.057,-0.133514,-0.974968,-0.177797,0.0164099,0.116902,0.122751,0.0143499,0.0126775,7,79
243,940.598,808.995,894.026,0.522566,-0.760052,-0.386323,0.00979877,0.0731292,0.0711377,0.00520224,0.00362748,325,67
640,942.559,808.693,895.712,-0.00936626,-0.998767,0.0487509,0.0155362,0.305393,0.38614,0.117925,0.0142395,180,87
238,950.481,818.931,897.493,-0.973294,-0.0688882,0.218983,0.0166564,0.117697,0.107093,0.0126044,0.0100796,265,77
1944,945.698,810.12,894.355,-0.749747,0.502564,-0.430476,0.0160621,0.246923,0.126784,0.0313058,0.0237769,123,64
1195,950.017,815.788,893.885,-0.75606,0.0670219,-0.651061,0.00754977,0.26201,0.176414,0.0462223,0.0404944,95,49
1628,948.217,814.14,896.134,-0.91208,0.286473,-0.293332,0.0259434,0.341064,0.35145,0.119867,0.0584853,107,72
662,939.242,807.059,894.401,0.0146494,0.0298338,-0.999448,0.0108903,0.377488,0.159714,0.0602901,0.00751523,206,1
769,951.145,817.438,893.042,0.673604,-0.185741,-0.715373,0.00912553,0.121132,0.134868,0.0163368,0.0119077,285,44
631,945.505,811.836,897.137,0.197225,-0.0627603,-0.978347,0.0128974,0.241346,0.0886384,0.0213926,0.0121412,287,11
237,951.14,820.384,897.032,0.537141,-0.766736,-0.351561,0.0062445,0.0731892,0.0807004,0.0059064,0.00491746,324,69
16,942.855,808.833,897.744,0.0374789,-0.976512,-0.212177,0.00990998,0.117964,0.102379,0.0120771,0.00662234,357,77
1770,941.479,807.895,897.206,0.383335,-0.886197,0.26021,0.0184172,0.608765,0.473019,0.287958,0.116125,156,74
54,952.469,823.092,893.678,-0.963816,-0.264226,0.0352558,0.0104828,0.104037,0.181512,0.0188839,0.0142948,254,87
234,937.099,806.095,897.271,0.482954,-0.833038,0.269822,0.0169861,0.165911,0.253106,0.0419932,0.0109739,149,74
617,944.731,811.014,896.857,0.646156,-0.509016,-0.56867,0.00318205,0.213596,0.0559972,0.0119608,0.00992846,308,55
295,947.668,812.572,894.436,-0.64264,-0.750616,-0.153585,0.0140966,0.114446,0.0671403,0.00768393,0.00562733,40,81
1398,949.185,814.65,893.77,0.789076,-0.388184,-0.476101,0.010872,0.22107,0.148688,0.0328705,0.0251925,296,61
232,949.12,817.907,896.013,-0.246773,-0.95334,0.173915,0.0145646,0.14734,0.157184,0.0231595,0.0134742,194,79
928,946.46,811.814,895.348,-0.982508,0.0323771,0.183385,0.012911,0.144054,0.166768,0.0240236,0.0104961,271,79
715,946.112,812.097,896.524,-0.999142,0.0383647,-0.0156297,0.0130612,0.257791,0.282934,0.0729377,0.00896651,92,89
1699,952.657,823.405,893.565,-0.514309,0.344307,-0.785455,0.0304516,0.958316,1.6222,1.55458,0.841555,123,38
40,946.358,812.202,896.584,0.453913,-0.883162,-0.118272,0.0109852,0.2156,0.0981003,0.0211504,0.00532137,332,83
2006,950.237,815.819,893.146,-0.603209,0.624753,-0.495805,0.0102502,0.404124,0.257804,0.104185,0.0592005,136,60
228,952.455,822.661,897.873,-0.98751,0.156025,0.0219323,0.0165169,0.181328,0.227655,0.0412803,0.0279365,278,88
1393,942.879,808.874,893.074,-0.273167,0.716985,-0.641336,0.0207467,0.167451,0.245305,0.0410765,0.0250691,159,50
116,942.824,808.907,897.854,0.214309,0.28159,-0.935296,0.0172699,0.142635,0.129711,0.0185013,0.00970778,217,20
1399,949.014,814.777,895.625,-0.938849,-0.254403,0.232038,0.0132137,0.273555,0.302937,0.0828699,0.0259772,254,76
226,946.815,811.271,894.203,-0.869082,-0.455738,0.192353,0.00752914,0.0636986,0.104666,0.00666711,0.00325023,242,78
1423,949.485,815.036,895.228,-0.768551,-0.0197781,-0.639483,0.0132834,0.157363,0.326542,0.0513858,0.0407887,88,50
1167,941.094,808.955,894.582,-0.233573,-0.968476,0.0865929,0.0132417,0.141145,0.176756,0.0249482,0.0163379,193,85
525,936.731,806.185,895.017,-0.25552,0.831084,-0.493973,0.0162587,0.148908,0.108545,0.0161632,0.0112848,162,60
167,944.542,810.678,896.881,0.043552,-0.998707,0.0262231,0.00986603,0.132408,0.164913,0.0218359,0.00540393,177,88
1270,948.221,812.895,893.368,-0.741611,-0.0146591,-0.67067,0.00706751,0.195891,0.174339,0.0341514,0.0312695,88,47
82,949.857,818.147,897.785,-0.654085,-0.028013,-0.755902,0.0145327,0.187269,0.101821,0.019068,0.00665575,87,40
310,952.301,822.575,894.737,-0.287798,0.781448,-0.553634,0.0163412,0.118191,0.104365,0.0123349,0.00814417,159,56
499,950.831,819.62,895.339,0.0707968,-0.437492,-0.896431,0.0139246,0.168659,0.119177,0.0201002,0.0132961,350,26
211,950.854,819.483,895.467,-0.603507,0.332338,0.724797,0.0207858,0.303055,0.209929,0.06362,0.0166413,298,43
1033,950.239,818.479,897.327,-0.451842,0.547772,-0.70412,0.020029,0.436411,0.234111,0.102169,0.0619005,140,45
223,953.598,824.078,897.364,0.0822317,-0.836638,-0.541549,0.0146785,0.106181,0.164955,0.0175151,0.00865024,354,57
101,940.186,806.906,895.686,-0.0202557,-0.282877,0.958942,0.0167106,0.261882,0.0875498,0.0229277,0.00562285,184,16
162,952.51,823.192,895.631,0.8658,-0.164949,-0.472422,0.00655528,0.128434,0.0856874,0.0110052,0.0070234,280,61
126,952.192,823.5,893.989,0.686972,-0.365014,-0.628359,0.00436469,0.106591,0.105014,0.0111935,0.00668051,297,51
221,946.298,812.807,897.32,-0.504727,0.288041,-0.813808,0.00960285,0.156269,0.240352,0.0375594,0.00798142,119,35
220,949.664,815.981,895.439,-0.866813,0.495857,0.0525481,0.0143936,0.103807,0.15494,0.0160838,0.00805439,299,86
970,948.956,817.717,896.114,0.285053,-0.938728,-0.193738,0.012936,0.210442,0.1406,0.0295882,0.0193331,343,78
532,949.966,817.983,895.134,-0.80318,-0.58326,0.121285,0.00465318,0.124133,0.10097,0.0125337,0.0114292,234,83
963,950.779,818.349,894.187,0.588966,-0.66407,-0.460575,0.0134014,0.131342,0.175981,0.0231137,0.0131345,318,62
96,949.576,815.935,895.407,-0.236602,-0.753718,0.613131,0.020559,0.148206,0.193603,0.028693,0.0114347,197,52
393,950.77,819.654,895.305,-0.842108,0.498326,-0.206216,0.0147828,0.191428,0.141968,0.0271768,0.0222056,120,78
2060,950.006,815.787,894.187,0.813022,-0.418267,-0.405028,0.0282903,1.07526,0.702418,0.755283,0.370403,297,66
213,948.411,816.509,896.461,0.441595,-0.74587,-0.49867,0.0105008,0.0930512,0.0723201,0.00672947,0.00475205,329,60
203,945.63,811.941,896.975,-0.49327,0.865737,-0.0847653,0.0128595,0.0758144,0.116692,0.00884693,0.00699078,150,85
1598,939.191,806.803,895.272,0.379327,-0.682137,-0.62514,0.0148561,0.441578,0.487401,0.215226,0.104923,330,51
458,937.931,807.7,894.228,0.693852,-0.272636,-0.666513,0.0138935,0.245486,0.155902,0.0382718,0.00847774,291,48
147,952.527,823.935,893.995,0.806924,-0.582193,0.0996191,0.0148047,0.143649,0.169365,0.0243291,0.00839201,125,84
261,939.18,807.096,894.445,-0.22288,-0.333379,-0.916069,0.0127863,0.378554,0.142515,0.0539496,0.018327,33,23
71,944.974,811.016,896.767,0.0939938,0.69959,-0.708335,0.0170971,0.335535,0.38977,0.130782,0.0576958,187,44
622,948.763,816.104,897.512,-0.0172773,-0.840231,-0.541954,0.00363062,0.0723466,0.155268,0.0112331,0.0105783,1,57
201,952.797,821.48,894.14,-0.491431,0.526917,-0.693437,0.0125939,0.103787,0.187311,0.0194404,0.0098608,136,46
200,950.04,818.64,897.604,0.999735,-0.00367897,0.0227081,0.00604385,0.155091,0.125763,0.0195046,0.0116599,90,88
1577,940.155,806.971,895.491,-0.442844,-0.648504,-0.619138,0.011696,0.213488,0.243415,0.0519662,0.0355764,34,51
199,948.008,815.046,897.004,-0.665975,0.190642,-0.721202,0.00655604,0.165717,0.235841,0.039083,0.0244741,105,43
1073,950.764,816.686,894.035,0.579558,-0.654028,-0.486168,0.0144396,0.110046,0.107469,0.0118266,0.00992729,318,60
94,949.484,816.076,895.42,-0.72116,-0.388573,-0.573533,0.0166301,0.181483,0.245988,0.0446426,0.0250871,61,55
177,951.418,820.861,896.297,0.30655,-0.499406,-0.810321,0.0110987,0.197451,0.0816675,0.0161253,0.00655398,328,35
194,947.91,814.544,897.459,0.996621,0.0821184,-0.00190432,0.0136245,0.100573,0.127075,0.0127803,0.00218061,265,89
1518,948.893,815.346,896.006,-0.782114,-0.29508,-0.54884,0.0167836,0.549822,0.500876,0.275393,0.116118,69,56
539,943.105,808.844,895.531,-0.323616,0.875291,-0.359359,0.0147766,0.15917,0.139772,0.0222476,0.012047,159,68
2077,950.087,815.74,894.531,-0.950271,0.311076,-0.0147233,0.0380094,1.23868,0.65516,0.811531,0.369089,108,89
60,946.399,812.31,896.543,-0.0221361,-0.0678955,-0.997447,0.0062489,0.13189,0.0899675,0.0118658,0.00804145,18,4
305,949.917,815.696,895.037,-0.72111,0.469437,0.509538,0.0186267,0.217161,0.179026,0.0388775,0.00957689,303,59
1548,945.201,810.702,895.85,-0.564711,0.441636,-0.69718,0.0189899,0.949366,1.03453,0.982146,0.282467,128,45
193,950.018,816.141,894.939,-0.557084,0.441664,-0.703271,0.0131612,0.133419,0.142534,0.0190167,0.012873,128,45
718,943.985,809.519,897.463,-0.67073,0.31854,-0.669816,0.0205231,0.223709,0.354899,0.0793941,0.0510519,115,47
117,942.419,808.875,893.727,-0.0838464,-0.991638,0.0981044,0.0104129,0.117294,0.121376,0.0142366,0.00887331,184,84
1869,950.608,816.896,894.353,-0.831812,-0.147381,-0.535134,0.0105578,0.235686,0.268271,0.0632278,0.0523925,79,57
189,952.55,821.541,895.137,-0.426363,0.656474,-0.622299,0.00933848,0.184906,0.254107,0.0469858,0.021496,146,51
70,946.066,812.277,896.872,0.00476753,-0.999959,0.00765095,0.00528707,0.10504,0.0980866,0.010303,0.00804478,179,89
265,950.772,819.337,895.357,-0.152552,0.976894,0.149685,0.0187457,0.256237,0.0977114,0.0250373,0.00362953,351,81
1368,940.642,806.785,896.049,-0.216079,-0.972305,0.0890625,0.00822447,0.245834,0.134017,0.0329458,0.0314333,192,84
181,949.683,816.953,895.161,-0.151467,0.454534,-0.877756,0.0233392,0.196361,0.279517,0.0548863,0.0180776,161,28
87,951.848,819.092,893.414,-0.402616,-0.808523,0.429175,0.00844152,0.171289,0.166113,0.0284533,0.0185664,206,64
1592,948.076,812.327,893.266,-0.691599,0.673244,-0.261597,0.0101015,0.165085,0.137911,0.022767,0.0178676,134,74
178,945.666,811.277,896.644,-0.493965,0.0491231,0.868093,0.0161435,0.178148,0.153982,0.0274317,0.00606974,275,29
356,949.483,817.124,897.224,0.47802,-0.531255,-0.699475,0.00723574,0.161881,0.0684223,0.0110763,0.00801761,318,45
207,942.815,808.94,897.915,-0.552697,0.527621,-0.645091,0.0075743,0.116128,0.12854,0.0149271,0.00900818,133,49
1231,937.39,806.24,897.481,0.337549,-0.85724,0.388846,0.0186223,0.420328,0.260696,0.109578,0.0676675,158,67
180,948.135,815.185,896.976,-0.945585,0.216163,-0.24319,0.014834,0.29904,0.286759,0.0857524,0.0138293,102,75
303,947.232,811.901,894.764,0.874821,-0.483343,-0.032669,0.00619766,0.0428686,0.101801,0.00436405,0.00288834,298,88
168,950.775,819.273,895.413,-0.457377,0.114362,-0.881888,0.00862226,0.168105,0.114943,0.0193225,0.0137206,104,28
111,943.186,809.158,897.183,-0.625571,-0.176783,-0.759874,0.0151974,0.0786623,0.1369,0.0107689,0.00714117,74,40
823,952.817,820.175,893.875,0.0598516,-0.975718,-0.210695,0.0166068,0.270386,0.199984,0.054073,0.0306319,356,77
123,946.574,812.066,895.555,-0.2251,-0.233269,0.946,0.0162183,0.110405,0.164862,0.0182017,0.00937145,223,18
151,953.558,823.979,897.388,-0.376812,0.061637,0.924237,0.0142429,0.199962,0.168804,0.0337544,0.0243409,279,22
1695,952.532,819.91,893.24,0.673497,-0.455537,-0.582141,0.0121509,0.779672,0.58996,0.459975,0.309477,304,54
741,947.041,813.27,896.225,-0.17394,-0.93509,0.30879,0.013335,0.131161,0.143354,0.0188024,0.0157762,190,72
169,938.041,806.359,897.567,-0.608572,-0.534953,-0.586059,0.00941197,0.167024,0.0732869,0.0122406,0.00966755,48,54
645,949.432,817.284,897.865,-0.0950116,0.993499,-0.0627107,0.0146213,0.271972,0.338437,0.0920456,0.0117618,174,86
14,947.691,812.427,894.311,0.0808688,0.364567,-0.927659,0.0183033,0.190017,0.203525,0.0386733,0.00539882,192,21
185,951.263,819.508,894.964,-0.374064,-0.12469,0.918983,0.0332293,0.23082,0.351121,0.0810459,0.0164229,251,23
331,947.928,815.026,897.095,0.9442,-0.329271,-0.00811763,0.0120438,0.153144,0.0977203,0.0149653,0.0101752,289,89
152,941.977,808.853,895.238,-0.401658,0.868877,0.28935,0.0230665,0.223577,0.186958,0.0417996,0.00302261,335,73
1431,940.617,806.97,896.45,0.215872,-0.828745,0.516315,0.00821746,0.254834,0.231372,0.0589613,0.0496513,165,58
192,948.265,813.981,895.005,0.706339,-0.166278,-0.688068,0.0104465,0.0908551,0.0729275,0.00662584,0.00433936,283,46
1051,946.377,811.289,895.04,0.734201,-0.333249,-0.591519,0.010676,0.278266,0.115282,0.0320792,0.0184878,294,53
183,944.248,810.383,896.811,0.234688,-0.972046,-0.0068842,0.0161203,0.135253,0.21198,0.0286708,0.00592714,346,89
309,938.316,806.151,895.748,-0.96698,-0.151438,-0.204978,0.0201969,0.102428,0.108939,0.0111584,0.0052647,81,78
170,940.035,806.943,897.314,-0.402947,-0.559052,-0.724634,0.00857682,0.0962503,0.0827743,0.00796705,0.00516165,35,43
256,952.293,822.552,894.679,0.087277,-0.0202523,-0.995978,0.0168878,0.159196,0.131349,0.0209103,0.0136797,283,5
1452,942.167,809.006,895.467,-0.403293,-0.914191,-0.0401222,0.0111629,0.199468,0.140619,0.028049,0.0263924,23,87
1479,950.112,817.714,894.972,-0.92582,-0.0809321,-0.369198,0.0163703,0.267905,0.216916,0.0581129,0.0417799,85,68
9,950.562,819.688,895.625,-0.987051,0.0401802,0.155291,0.0159046,0.235905,0.11993,0.028292,0.0247383,272,81
1619,943.841,808.634,893.341,-0.221758,0.780457,-0.58456,0.0115252,0.450986,0.182208,0.082173,0.06944,164,54
621,948.936,816.439,897.305,0.991864,-0.124087,0.028445,0.0110323,0.163977,0.178967,0.0293464,0.0152538,97,88
1461,952.823,821.103,893.089,-0.810243,0.379077,0.446999,0.00670078,0.184973,0.207134,0.0383143,0.0295077,295,63
2092,951.141,818.144,893.638,-0.980421,0.0758515,-0.181716,0.0199038,0.331213,0.280363,0.0928601,0.0561088,94,79
179,947.738,814.729,897.13,0.539074,-0.842169,0.0122274,0.0163259,0.155008,0.176466,0.0273537,0.00426362,147,89
149,946.725,811.281,894.192,-0.309974,0.849793,0.426343,0.0180318,0.147702,0.112699,0.0166459,0.00554904,339,64
1512,951.199,817.791,893.086,-0.815592,-0.550318,-0.178773,0.01168,0.293815,0.210175,0.0617525,0.0465773,55,79
190,952.476,821.676,895.223,-0.886215,-0.278067,-0.370543,0.0118396,0.142288,0.146211,0.0208041,0.0150286,72,68
337,949.74,815.433,895.187,-0.639407,-0.0236535,-0.768504,0.0168553,0.147209,0.109571,0.0161299,0.0136811,87,39
142,950.877,819.688,895.309,-0.0167621,-0.882995,-0.469083,0.0164319,0.109899,0.139753,0.0153587,0.0137594,1,62
1589,946.691,811.184,893.118,0.174058,-0.98142,-0.0807337,0.0141712,0.319814,0.270967,0.0866589,0.0499574,349,85
786,951.173,820.149,895.48,0.611566,-0.518678,-0.597462,0.00934562,0.229168,0.232753,0.0533396,0.0139064,310,53
141,951.726,821.769,897.719,-0.863697,0.244516,-0.440726,0.0168369,0.130932,0.117621,0.0154004,0.0119351,105,63
1138,944.322,809.857,895.283,-0.10588,0.980395,-0.166178,0.00723362,0.200186,0.181603,0.0363542,0.0140061,173,80
1480,948.01,812.87,893.941,-0.535236,0.844539,0.0166494,0.013742,0.132546,0.203215,0.0269352,0.0173785,327,89
1306,946.298,810.881,893.929,-0.642515,0.385131,-0.662456,0.0125403,0.243173,0.209383,0.0509164,0.028977,120,48
2019,948.762,814.243,895.281,0.685419,-0.470426,-0.555789,0.012994,0.708404,0.719272,0.509536,0.351701,304,56
1580,936.983,807.308,893.879,-0.874865,0.48363,0.0267005,0.0108824,0.36048,0.24203,0.0872468,0.080256,298,88
394,949.856,815.822,895.035,-0.774797,0.412351,-0.479224,0.0141081,0.0969673,0.196194,0.0190244,0.0119509,118,61
802,940.928,808.986,893.068,-0.461362,0.87978,-0.114596,0.0147066,0.110871,0.135967,0.0150747,0.0132191,152,83
138,949.254,816.263,895.638,-0.348506,-0.399446,-0.847931,0.0186687,0.134725,0.138815,0.0187018,0.00983229,41,32
654,945.44,810.185,894.961,-0.562638,-0.824768,-0.0565334,0.010559,0.0867395,0.10631,0.00922126,0.00792752,34,86
605,952.533,820.533,893.239,-0.094011,0.0337626,-0.994999,0.0155343,0.516485,0.285508,0.147461,0.0101552,109,5
1093,952.768,821.215,894.584,0.212377,-0.971022,0.109603,0.0154251,0.209719,0.468584,0.0982713,0.0609515,167,83
